crossroad,veics
9,C
56,B
107,I
109,G
24,A
100,D
79,H
117,F
17,C
22,B
66,I
95,G
29,A
39,D
30,H
89,F
110,C
21,B
80,I
104,G
111,A
38,D
37,H
40,F
45,C
55,B
59,I
2,G
60,A
50,D
115,H
41,F
20,C
64,E
57,B
116,I
70,G
94,A
75,D
73,H
23,F
108,C
58,B
113,I
86,G
96,A
118,D
106,H
77,F
54,C
22,E
101,B
12,I
3,G
85,A
15,D
32,H
48,F
19,C
93,B
90,I
39,G
27,A
74,D
66,H
6,F
53,C
91,B
102,I
44,G
92,A
29,D
68,H
42,F
5,C
100,E
18,B
1,I
38,G
16,A
86,D
109,H
78,F
56,C
58,E
17,B
37,I
30,G
62,A
111,D
22,H
28,F
81,C
24,B
73,I
7,G
65,A
51,D
95,H
59,F
117,C
110,B
0,I
43,G
63,A
76,D
80,H
114,F
89,C
60,B
75,G
99,A
16,D
33,H
113,F
55,C
6,E
94,B
36,I
106,G
34,A
112,D
104,H
20,F
41,C
54,B
48,I
79,G
98,A
13,D
58,H
64,F
23,C
42,E
96,B
32,I
15,G
21,A
7,D
2,H
10,F
77,C
78,E
92,B
68,I
115,G
57,A
8,D
11,H
90,F
59,C
114,E
53,B
4,I
66,G
101,A
43,D
116,H
100,F
91,C
94,E
109,I
74,G
93,A
87,D
69,H
1,F
84,C
33,E
34,B
20,I
29,G
18,A
6,D
105,H
46,F
24,C
76,E
89,B
72,I
111,G
17,A
42,D
3,H
56,F
113,C
10,E
23,B
95,I
12,G
14,A
78,D
47,H
37,F
35,C
11,E
59,B
104,I
51,G
110,A
79,D
102,H
73,F
60,C
112,E
9,B
40,I
80,G
50,A
49,D
94,H
82,F
71,C
13,E
45,B
2,I
26,G
86,A
114,D
39,H
109,F
90,C
46,E
33,B
16,G
54,A
65,D
83,H
95,F
96,C
69,E
31,B
3,I
87,G
7,A
10,D
0,H
84,F
27,C
105,E
67,B
6,G
53,A
115,D
38,H
35,F
1,C
8,E
103,B
116,G
89,A
101,D
36,H
71,F
37,C
82,E
11,B
56,I
42,G
23,A
46,D
119,H
76,F
92,C
47,E
14,B
39,I
78,G
70,A
85,D
4,H
112,F
63,C
9,E
81,B
28,I
114,G
43,A
18,D
25,H
3,F
73,C
45,E
69,B
102,G
79,A
12,D
61,H
27,F
34,C
31,E
50,B
108,I
62,G
59,A
44,D
75,H
13,F
109,C
83,E
105,B
38,I
65,G
30,A
82,D
74,H
39,F
14,C
67,E
90,B
19,I
0,G
11,A
110,D
72,H
8,F
99,C
49,E
117,B
84,I
101,G
115,A
54,D
97,H
95,C
103,E
86,B
55,I
98,G
106,A
111,H
92,F
3,C
119,E
47,B
35,I
36,G
66,A
9,H
13,C
85,E
7,B
71,I
18,G
90,A
40,H
63,F
50,C
25,E
83,B
64,I
21,G
52,A
45,H
34,F
39,C
81,E
70,B
91,I
4,G
22,A
26,H
14,F
86,C
61,E
43,B
75,I
110,G
47,A
31,H
99,F
97,E
79,B
27,I
57,G
88,A
80,D
67,H
15,F
32,C
117,E
119,B
29,I
48,G
12,A
90,D
16,H
49,F
7,E
95,B
8,I
93,G
5,A
28,H
50,F
107,C
44,E
30,B
74,I
72,G
83,A
62,H
75,F
68,C
43,E
115,B
92,I
54,G
41,A
103,H
85,F
70,C
79,E
25,B
111,I
40,G
119,A
116,D
98,H
86,F
15,E
106,B
63,I
17,G
77,A
52,D
108,H
107,F
61,B
9,I
20,G
58,A
81,H
118,F
49,C
66,B
34,I
53,G
113,A
88,D
19,H
51,F
104,C
80,E
13,B
45,I
89,G
102,A
48,D
55,H
29,F
2,C
115,E
97,B
14,I
23,G
1,A
5,D
21,H
44,F
30,C
22,B
26,I
90,G
37,A
15,D
110,H
70,F
25,C
32,B
16,I
28,G
73,A
41,D
117,H
111,F
75,C
118,E
58,B
99,I
59,G
109,A
20,D
57,H
87,F
106,C
116,E
68,B
62,I
56,G
95,A
77,D
64,H
9,F
85,C
51,E
49,B
100,I
108,G
3,A
113,D
93,H
45,F
61,C
22,E
102,B
24,I
52,G
13,A
4,D
17,H
80,F
29,C
104,B
50,I
88,G
48,A
118,D
53,H
26,F
12,C
58,E
2,B
98,I
5,G
39,A
1,D
91,H
16,F
66,C
87,E
81,I
15,G
32,A
37,D
7,H
106,F
38,C
65,I
19,G
68,A
73,D
89,H
10,F
97,C
85,B
21,I
41,G
20,A
28,D
27,H
116,F
111,C
110,I
55,G
0,A
51,D
8,H
6,F
9,C
4,E
29,B
101,I
77,G
49,A
109,D
23,H
42,F
102,C
86,I
113,G
36,A
87,D
59,H
62,F
45,C
38,B
117,I
84,G
104,A
56,D
52,H
12,F
26,C
10,E
107,I
1,G
94,A
3,D
88,H
78,F
16,C
20,B
44,I
64,G
2,A
39,D
5,H
98,F
57,I
37,G
85,A
19,D
43,H
81,F
6,E
70,I
73,G
29,A
32,D
41,H
114,F
62,C
42,E
80,I
51,G
38,A
10,D
77,H
65,F
28,E
0,B
18,I
91,G
75,A
40,D
79,H
46,F
20,C
78,E
26,B
93,I
109,G
72,A
68,D
63,H
21,F
98,C
36,B
17,I
87,G
56,A
55,D
113,H
4,F
94,B
106,I
95,G
19,A
84,D
1,H
101,F
81,C
114,E
62,B
53,I
92,G
104,D
11,H
82,F
74,C
89,I
3,G
26,A
6,D
33,H
117,F
65,C
116,I
14,G
111,A
2,D
47,H
20,F
46,E
98,B
23,I
50,G
55,A
29,D
37,H
57,F
0,C
94,E
31,B
59,I
39,G
62,A
13,D
34,H
28,F
21,C
40,E
67,B
52,I
27,G
42,D
115,H
18,F
36,C
82,E
72,B
88,I
32,G
64,D
73,H
93,F
110,C
11,E
56,B
12,I
7,G
98,A
78,D
83,H
17,F
101,C
33,E
19,B
60,I
68,G
84,A
38,D
109,H
53,F
31,E
74,B
5,I
86,G
108,A
49,D
95,H
89,F
117,C
67,E
9,B
20,I
104,G
16,A
114,D
119,H
15,F
57,C
47,E
55,B
76,I
6,G
91,D
69,H
23,F
18,C
13,E
65,B
41,I
8,G
46,D
99,H
59,F
48,C
83,E
21,B
77,I
2,G
92,D
105,H
52,F
72,C
11,B
113,I
29,G
75,D
22,H
88,F
35,C
64,E
33,B
1,I
42,G
85,D
3,H
40,F
93,C
15,E
110,B
112,I
78,G
91,A
82,D
100,H
13,F
56,C
49,E
45,B
37,I
43,G
74,A
14,D
58,H
5,F
17,C
119,E
47,B
96,I
38,G
65,A
111,D
25,H
41,F
19,C
69,E
101,B
30,I
114,G
21,A
50,D
39,H
77,F
53,C
105,E
81,B
66,I
79,G
11,A
15,D
94,H
48,F
89,C
9,E
108,B
102,I
63,G
110,A
27,D
32,H
35,F
23,C
85,E
57,B
73,I
26,G
92,A
7,D
24,H
113,F
59,C
45,E
83,B
4,I
75,G
47,A
86,D
61,H
64,F
52,C
18,B
109,I
34,G
14,A
16,D
44,H
51,F
88,C
25,E
119,B
54,I
111,G
101,A
43,D
68,H
1,F
71,C
81,E
69,B
95,I
62,G
50,A
74,D
70,H
87,F
13,C
93,B
28,I
115,G
57,A
79,D
31,H
49,F
55,C
103,B
3,I
12,G
27,A
65,D
67,H
118,F
5,C
17,B
48,I
15,G
83,A
110,D
104,H
56,F
108,C
51,E
91,B
35,I
99,G
7,A
63,D
80,H
37,F
41,C
61,E
105,B
39,I
98,G
18,A
115,D
9,H
73,F
77,C
87,E
53,B
0,I
100,G
86,A
101,D
2,H
10,F
113,C
103,E
92,B
32,I
16,G
119,A
12,D
106,H
109,F
1,C
89,B
90,I
20,G
43,A
51,D
38,H
54,F
91,C
118,E
23,B
68,I
74,G
93,A
8,D
26,H
95,F
49,C
25,B
36,I
65,G
79,A
99,D
116,H
71,F
37,C
14,B
29,I
24,G
17,A
87,D
75,H
3,F
84,C
10,E
50,B
56,I
44,G
63,A
18,D
111,H
39,F
107,C
7,B
104,I
110,G
53,A
100,D
60,H
85,F
73,C
61,B
40,I
70,G
115,A
118,D
76,H
90,F
109,C
86,B
9,I
101,G
12,A
20,D
112,H
92,C
8,E
59,B
71,I
51,G
89,A
10,D
62,H
29,F
25,C
117,B
2,I
80,G
99,A
45,H
54,C
13,B
72,I
87,G
34,A
24,D
96,H
14,C
7,E
43,B
38,I
106,G
23,A
30,H
84,F
95,C
79,B
19,I
18,G
22,A
66,H
107,F
50,C
49,B
26,I
116,G
59,A
102,H
8,F
3,C
100,E
115,B
64,I
21,G
20,A
4,H
92,F
39,C
117,E
54,B
75,I
60,G
13,A
28,H
9,F
85,C
43,E
34,B
55,I
57,G
58,A
0,H
6,F
90,C
79,E
95,B
111,I
76,G
94,A
97,H
42,F
61,C
22,B
62,I
112,G
49,A
36,H
78,F
27,C
115,E
45,I
96,G
52,A
40,H
26,F
29,C
20,B
84,I
30,G
88,A
72,H
14,F
86,C
107,I
66,G
5,A
98,H
75,F
63,C
85,B
8,I
102,G
41,A
60,D
19,H
114,F
34,C
6,E
58,B
92,I
48,G
77,A
16,H
46,F
9,C
22,E
90,B
108,I
4,G
113,A
44,D
11,H
50,F
12,C
42,E
94,B
91,I
93,G
1,A
74,H
27,F
26,C
78,E
29,B
14,I
28,G
54,A
96,D
110,H
15,F
99,C
97,E
65,I
0,G
37,A
52,D
64,H
86,F
20,C
58,E
98,I
17,G
73,A
88,D
47,H
63,F
32,C
114,E
16,I
36,G
95,A
6,D
81,H
34,F
75,C
94,E
50,I
40,G
85,A
5,D
55,H
111,F
68,C
46,E
26,B
101,I
72,G
90,A
42,D
21,H
12,F
11,E
27,I
53,G
70,A
41,D
8,H
62,F
15,E
97,B
86,I
89,G
109,A
77,D
103,H
45,F
104,C
47,E
31,B
74,I
23,G
24,A
80,D
7,H
65,F
44,E
63,I
19,G
29,A
113,D
108,H
100,F
111,C
18,I
52,G
106,A
13,D
57,H
99,F
11,B
110,I
88,G
26,A
1,D
83,H
98,F
2,C
32,B
34,I
6,G
3,A
116,D
93,H
82,F
97,C
31,E
67,B
81,I
5,G
60,A
54,D
17,H
51,F
38,C
47,B
12,I
42,G
39,A
49,D
33,H
16,F
62,C
68,B
21,I
64,G
30,A
37,D
91,H
101,F
45,C
70,B
99,I
41,G
11,A
73,D
53,H
20,F
65,C
80,E
24,B
57,I
55,G
66,A
90,D
27,H
18,F
98,C
82,E
104,B
77,G
96,A
109,D
89,H
44,F
67,E
106,B
93,I
59,G
32,A
29,D
119,H
87,F
16,C
13,E
2,B
17,I
8,G
47,A
76,D
69,H
81,F
70,C
83,E
9,B
108,G
75,A
112,D
117,H
21,F
101,C
51,E
60,B
20,I
113,G
102,A
4,D
23,H
57,F
33,E
38,B
53,I
56,G
68,A
48,D
43,H
18,C
116,E
30,B
1,G
85,D
25,H
118,F
24,C
87,E
62,B
89,I
84,G
111,A
78,D
52,H
80,F
106,C
119,E
66,B
92,G
104,A
3,D
79,H
10,F
81,C
69,E
83,B
44,I
54,G
2,A
39,D
88,H
93,F
21,C
49,E
96,B
117,I
14,G
0,A
114,D
105,H
17,F
57,C
76,E
65,B
23,I
50,G
38,A
46,D
115,H
70,F
60,C
118,E
33,B
7,G
62,A
32,D
5,H
13,F
35,C
112,E
98,B
100,I
37,G
83,A
28,D
63,H
53,F
30,C
10,E
102,B
95,G
36,A
19,D
22,H
116,F
71,C
4,E
119,B
86,G
72,A
64,D
34,H
89,F
66,C
25,E
101,B
80,I
73,G
48,A
75,D
58,H
106,F
93,C
105,E
18,B
52,I
12,G
65,A
68,D
41,H
49,F
17,C
9,E
69,B
70,I
90,G
98,A
55,D
77,H
35,F
96,C
85,E
21,B
88,I
43,G
119,A
111,D
99,H
117,F
13,C
45,B
5,I
109,G
16,A
56,D
44,H
71,F
102,C
0,B
29,G
19,A
84,D
94,H
76,F
74,C
28,E
25,B
20,G
101,A
92,D
100,H
23,F
53,C
57,B
116,I
79,G
18,A
14,D
59,H
112,F
89,C
64,E
93,B
106,I
78,G
21,A
50,D
31,H
4,F
49,C
105,B
35,I
3,G
55,A
104,D
61,H
52,F
117,C
45,E
36,B
41,I
91,G
7,D
67,H
88,F
110,C
17,B
71,I
39,G
2,D
80,H
85,F
23,C
72,B
77,I
114,G
57,A
86,D
11,H
5,F
0,C
13,B
59,I
27,G
56,A
38,D
70,H
28,F
25,C
19,B
54,I
63,G
93,A
12,D
116,H
107,C
74,B
34,G
84,A
65,D
47,H
41,F
61,E
53,B
26,G
17,A
16,D
9,H
64,F
81,B
32,G
92,A
43,D
113,H
6,F
52,C
11,E
89,B
99,G
108,A
101,D
1,H
77,F
36,C
49,B
24,I
44,G
14,A
20,D
45,H
107,F
88,C
110,B
100,G
13,A
79,D
106,H
42,F
72,C
47,E
55,B
90,I
62,G
50,A
18,D
37,H
59,F
85,C
61,B
80,G
74,A
15,D
97,H
54,F
19,C
81,E
103,B
75,G
7,A
82,D
95,H
5,C
6,E
56,B
60,I
70,G
53,A
91,D
73,H
41,C
11,B
9,I
68,G
86,A
51,D
109,H
90,F
77,C
42,E
92,B
107,I
111,G
89,A
27,D
83,H
55,C
108,B
30,I
116,G
49,A
63,D
3,H
61,C
103,E
23,B
113,I
106,G
110,A
87,D
39,H
59,C
97,E
14,B
66,I
104,G
12,A
99,D
81,H
48,C
50,B
76,I
115,G
11,A
118,D
24,H
54,C
7,B
112,I
98,G
22,A
10,D
26,H
56,C
83,E
47,B
1,I
2,G
43,A
6,D
103,H
9,F
90,C
85,B
45,I
38,G
58,A
100,D
60,H
113,F
92,C
59,B
37,I
21,G
23,A
40,D
32,H
97,B
95,I
65,G
20,A
42,D
62,H
108,C
117,B
4,I
16,G
34,A
115,D
75,H
1,F
14,C
7,E
86,B
73,I
57,G
47,A
74,D
68,H
48,F
50,C
22,B
96,I
101,G
85,A
8,D
111,H
45,F
54,B
102,I
93,G
94,A
13,D
104,H
56,F
43,B
28,I
18,G
79,A
44,D
98,H
37,F
9,C
83,B
109,I
24,G
91,A
110,D
2,H
92,F
97,C
117,E
58,B
3,I
15,G
59,A
38,H
78,F
113,C
100,E
90,B
39,I
60,G
27,A
80,D
21,H
95,F
86,C
22,E
20,B
81,I
51,G
54,A
16,H
46,F
1,C
40,E
34,B
26,I
17,G
63,A
49,D
57,H
14,F
84,C
8,E
94,B
32,I
87,G
83,A
30,H
73,F
45,C
43,E
31,B
62,I
6,G
99,A
66,H
114,F
37,C
58,E
79,B
75,I
42,G
52,A
24,D
7,H
50,F
20,C
78,E
91,B
64,I
53,G
88,A
116,D
119,H
86,F
12,C
13,E
0,I
89,G
5,A
54,D
117,H
109,F
95,C
94,E
36,I
23,G
70,A
60,D
22,H
100,F
34,C
44,E
67,B
68,I
74,G
41,A
76,H
3,F
73,C
46,E
111,I
30,G
90,A
78,D
33,H
84,F
91,C
31,E
48,I
110,G
115,A
93,H
40,F
80,E
56,I
66,G
77,A
85,D
112,H
20,F
35,C
79,E
95,B
104,I
54,G
24,A
52,D
17,H
39,F
109,C
49,E
70,B
92,I
106,A
88,D
43,H
12,F
3,C
114,E
98,I
46,D
53,H
81,F
67,E
2,I
78,G
60,A
5,D
58,H
34,F
71,C
119,E
115,B
38,I
59,G
95,A
89,H
35,F
27,C
33,E
14,I
76,G
41,D
25,H
8,F
70,C
116,E
21,I
114,D
69,H
13,F
39,C
85,E
16,I
90,D
94,H
44,F
63,C
9,B
57,I
112,G
77,D
105,H
71,F
99,C
115,E
24,B
50,I
52,G
11,H
80,F
81,C
119,B
117,I
88,G
23,H
26,F
33,B
86,I
7,G
31,H
27,F
13,C
25,E
106,B
84,I
5,G
113,A
74,H
49,F
69,E
45,B
20,I
41,G
1,A
4,H
116,F
103,B
12,I
114,G
119,A
79,H
70,F
107,C
105,E
60,B
93,I
90,G
30,A
110,H
82,F
26,C
9,E
34,I
43,G
37,A
7,D
59,H
62,F
24,C
11,E
13,B
35,I
77,G
66,A
61,H
63,F
106,C
25,B
72,I
73,A
113,D
52,H
15,F
49,C
69,B
8,I
1,D
67,H
51,F
32,C
45,E
44,I
4,G
43,D
88,H
118,F
103,E
30,B
71,I
95,G
13,A
47,H
10,F
62,C
82,E
105,B
80,I
7,A
5,H
99,F
60,C
26,B
19,I
109,A
37,D
83,H
107,F
25,C
15,E
66,B
17,I
3,A
73,D
115,H
75,F
68,C
61,E
11,B
27,I
113,G
43,A
76,D
9,H
87,F
30,C
51,E
49,B
116,I
1,G
39,A
82,D
45,H
85,F
118,E
81,B
53,I
48,G
26,A
96,H
111,F
104,C
47,E
32,B
89,I
56,G
22,A
15,D
102,H
106,F
66,C
10,E
7,B
70,I
92,G
11,A
112,D
41,H
6,F
75,C
83,E
43,B
23,I
14,G
109,D
77,H
98,F
87,E
61,B
55,I
37,G
49,A
51,D
103,H
42,F
2,C
62,B
74,I
50,G
3,D
28,H
21,F
85,C
81,E
47,B
110,I
79,G
118,D
95,H
16,F
38,C
76,E
22,B
59,I
73,G
58,A
48,D
97,H
57,F
111,C
7,E
68,B
63,I
15,G
32,A
10,D
113,H
117,F
98,C
6,E
83,B
52,I
86,G
56,D
64,H
93,F
61,C
43,E
104,B
88,I
109,G
62,A
13,D
0,H
17,F
42,E
5,I
51,G
47,A
92,D
36,H
78,F
22,E
9,I
96,G
39,D
1,H
53,F
21,C
112,E
2,B
45,I
84,G
14,D
81,H
89,F
16,C
97,E
85,B
99,I
20,G
87,D
7,H
23,F
57,C
58,B
108,I
12,G
68,A
50,D
37,H
59,F
117,C
13,E
38,B
41,I
3,G
83,A
6,D
34,H
76,F
93,C
78,E
98,B
100,I
102,G
48,A
79,D
43,H
52,F
17,C
77,I
39,G
94,A
86,D
119,H
114,F
53,C
21,B
95,I
115,G
56,A
96,D
72,H
88,F
58,E
97,B
113,I
28,G
104,A
84,D
73,H
112,F
89,C
57,B
1,I
87,G
92,A
42,D
109,H
5,F
23,C
81,I
64,G
2,A
4,D
22,H
9,F
59,C
93,B
91,I
6,G
14,A
20,D
8,H
45,F
119,E
94,B
107,I
0,G
50,A
32,D
44,H
46,F
114,E
17,B
40,I
26,G
79,A
12,D
3,H
41,F
97,C
53,B
24,I
36,G
85,A
115,D
80,H
77,F
52,C
31,B
60,I
42,G
86,A
68,D
58,H
13,F
88,C
89,B
37,I
34,G
96,A
28,D
19,H
95,F
5,C
94,E
56,B
30,I
72,G
38,A
78,D
39,H
113,F
4,E
92,B
73,I
62,G
84,A
104,D
27,H
1,F
9,C
46,E
67,B
109,I
8,G
20,A
114,D
116,H
81,F
45,C
31,E
14,B
66,I
7,G
98,A
64,D
70,H
41,C
119,B
3,I
32,G
21,A
49,D
55,H
37,F
74,C
50,B
29,I
44,G
75,A
2,D
26,H
15,F
77,C
117,B
39,I
43,G
12,A
46,D
94,H
4,F
13,C
67,E
79,B
106,I
80,G
57,A
38,D
63,H
73,F
56,C
28,E
86,B
65,I
68,G
102,A
7,D
99,H
51,F
95,C
96,B
101,I
78,G
93,A
33,H
109,F
92,C
23,B
76,I
19,G
111,A
43,D
25,H
3,F
113,C
15,E
20,B
18,I
104,G
17,A
75,D
31,H
29,F
1,C
64,E
59,B
26,I
114,G
115,A
108,H
39,F
81,C
117,E
103,B
54,I
27,G
53,A
62,H
65,F
14,C
49,E
74,B
112,I
2,G
89,A
85,D
100,H
82,F
37,C
51,E
13,B
90,I
116,G
7,A
15,D
67,H
28,F
50,C
79,E
102,B
38,G
119,A
19,D
11,H
101,F
73,C
33,E
95,B
70,G
16,A
111,D
69,H
56,F
48,C
103,E
115,B
75,G
43,A
27,D
32,H
18,F
109,C
25,E
62,I
55,G
23,A
51,D
61,H
64,F
35,C
82,E
63,G
59,A
8,D
105,H
92,F
86,C
85,E
15,G
74,A
68,H
26,F
3,C
11,E
7,B
99,G
19,A
16,D
117,H
49,F
96,C
115,E
33,B
111,G
0,A
55,D
104,H
54,F
71,C
69,E
43,B
4,I
108,G
13,A
82,D
2,H
87,F
20,C
9,B
51,G
27,A
63,D
91,H
118,F
29,C
61,E
25,B
56,I
98,G
52,A
44,D
38,H
14,F
39,C
105,E
45,B
32,I
100,G
36,A
99,D
79,H
90,F
65,C
7,E
11,B
16,G
88,A
80,D
103,H
50,F
101,C
8,E
19,B
92,I
21,G
34,A
74,D
47,H
48,F
18,C
87,E
69,B
68,I
72,A
75,H
35,F
26,C
118,E
81,B
117,I
57,G
5,A
111,H
10,F
49,C
43,E
61,B
14,I
91,G
41,A
98,H
6,F
102,C
9,E
105,B
104,I
93,G
77,A
115,H
85,F
25,C
45,E
0,B
22,A
87,D
16,H
8,F
19,C
47,E
29,B
2,I
17,G
55,A
52,D
7,H
86,F
54,C
44,E
36,B
38,I
113,A
100,D
40,H
62,F
84,C
10,E
65,B
28,I
53,G
58,A
88,D
21,H
71,F
110,C
81,E
34,B
75,I
89,G
1,A
118,D
57,H
42,F
90,C
80,E
101,B
50,I
23,G
95,A
116,D
43,H
117,F
61,C
6,E
72,B
111,I
74,G
37,A
5,D
83,H
20,F
12,C
18,B
48,I
79,G
73,A
10,D
93,H
78,F
85,C
47,B
35,I
87,G
70,A
41,D
17,H
75,F
0,C
26,B
8,I
59,G
11,A
91,D
9,H
44,F
36,C
42,E
49,B
98,I
52,G
109,A
77,D
53,H
84,F
27,C
100,E
54,B
16,I
40,G
29,A
113,D
24,H
114,F
62,C
83,E
110,B
86,I
88,G
63,A
6,D
89,H
80,F
107,C
78,E
22,B
71,I
115,G
99,A
1,D
97,H
12,F
117,C
116,E
55,B
21,I
5,G
65,A
42,D
23,H
111,F
34,C
90,B
57,I
41,G
91,A
37,D
74,H
15,F
75,C
85,B
64,I
101,A
79,D
59,H
27,F
72,C
114,E
58,B
93,I
77,G
18,A
78,D
45,H
98,F
22,E
31,B
17,I
113,G
47,A
73,D
52,H
107,F
55,C
62,B
20,I
6,G
26,A
13,D
119,H
46,F
111,C
97,E
83,B
9,I
1,G
49,A
115,D
60,H
100,F
15,E
70,B
44,I
56,G
54,A
109,D
88,H
16,F
58,E
91,B
84,I
42,G
110,A
114,D
81,H
21,F
98,C
31,E
53,I
7,G
90,A
29,D
5,H
116,F
32,C
80,I
92,G
79,A
65,D
30,H
57,F
68,C
13,E
89,I
14,G
85,A
15,D
66,H
51,F
70,C
46,E
97,B
12,I
37,G
62,A
101,D
22,H
93,F
16,C
119,E
67,B
23,I
78,G
94,A
18,D
106,H
17,F
91,C
98,B
74,I
73,G
115,A
56,D
58,H
9,F
104,C
59,I
43,G
83,A
54,D
76,H
13,F
2,C
79,B
45,I
109,G
3,A
7,D
41,H
34,F
63,C
51,E
117,B
27,I
114,G
108,A
92,D
112,H
53,F
21,C
67,E
119,B
96,I
29,G
39,A
46,D
4,H
89,F
57,C
32,B
107,I
24,G
98,A
110,D
77,H
70,F
93,C
103,B
52,I
65,G
75,A
14,D
31,H
23,F
97,C
79,E
94,B
88,I
50,G
111,A
51,D
113,H
59,F
17,C
68,B
116,I
15,G
119,A
90,D
28,H
87,F
9,C
117,E
104,B
81,I
48,G
56,A
40,D
1,H
82,F
13,C
115,B
102,I
95,G
7,A
3,D
8,H
45,F
53,C
103,E
2,B
34,I
101,G
43,D
67,H
63,F
89,C
94,E
21,B
5,I
86,G
92,A
24,D
64,H
38,C
57,B
19,I
60,G
32,A
39,D
44,H
52,F
23,C
87,E
93,B
0,I
18,G
16,A
49,D
80,H
88,F
99,C
82,E
17,B
36,I
30,G
68,A
75,D
25,H
81,F
59,C
115,E
108,B
70,I
66,G
14,A
50,D
27,H
5,F
45,C
13,B
100,I
54,G
104,A
48,D
61,H
40,E
53,B
72,I
26,G
2,A
111,D
79,H
56,B
55,I
110,G
43,A
87,D
33,H
99,F
89,B
41,I
51,G
21,A
86,D
96,H
118,F
49,E
7,B
63,I
106,G
24,A
32,D
116,H
10,F
52,C
38,B
77,I
76,G
57,A
82,D
102,H
88,C
25,E
92,B
91,I
90,G
93,A
16,D
34,H
81,C
61,E
14,B
113,I
112,G
17,A
68,D
11,H
108,C
23,B
99,I
3,G
50,A
104,D
19,H
40,F
5,C
118,E
43,B
1,I
4,G
13,A
85,D
0,H
41,F
56,C
33,E
59,B
28,G
53,A
60,D
36,H
49,F
10,E
29,I
8,G
89,A
2,D
69,H
6,F
74,C
7,E
24,B
65,I
39,G
48,A
70,H
77,F
11,E
25,B
64,G
38,A
118,D
100,H
42,F
92,C
43,E
50,B
75,G
22,A
105,H
113,F
14,C
9,B
44,G
58,A
10,D
72,H
78,F
41,C
85,E
61,B
111,G
30,A
55,H
1,F
49,C
33,B
101,I
80,G
86,A
28,D
47,H
29,F
6,E
45,B
87,G
23,A
38,D
117,H
56,F
77,C
42,E
11,B
27,G
60,A
103,H
114,F
24,C
69,E
22,B
18,I
32,G
66,A
64,D
94,H
15,F
25,C
78,E
58,B
54,I
96,G
59,A
115,H
85,F
35,C
105,E
74,B
16,G
106,A
7,H
65,F
113,C
9,E
30,B
68,G
11,A
6,D
37,H
92,F
50,C
47,E
49,B
116,G
42,D
73,H
101,F
71,C
45,E
86,B
90,I
102,G
76,D
109,H
14,F
1,C
114,E
69,B
117,I
104,G
78,D
83,H
