crossroad,amount
B,5.1
G,0.0
G,6.800000000000001
B,5.1
G,35.0
B,5.7
B,5.7
B,5.3999999999999995
B,5.7
C,9.799999999999999
A,3.2
A,3.8000000000000003
A,4.2
C,9.799999999999999
C,9.799999999999999
C,10.5
C,10.5
A,4.2
B,4.5
C,11.2
H,20.8
B,4.8
B,5.3999999999999995
D,12.0
B,6.0
D,12.5
B,4.5
A,4.6000000000000005
B,5.3999999999999995
G,5.2
B,5.7
G,7.2
I,5.3999999999999995
B,6.8999999999999995
I,8.0
G,5.800000000000001
I,2.1
I,2.4000000000000004
I,25.0
D,13.5
D,15.5
D,17.0
A,5.2
D,17.5
D,18.5
D,15.5
G,8.6
G,9.4
G,10.4
H,5.6000000000000005
G,7.2
H,5.800000000000001
H,4.2
H,5.800000000000001
H,4.2
H,6.2
H,4.800000000000001
H,13.8
H,5.2
H,13.8
H,5.800000000000001
C,1.4000000000000001
H,13.4
H,5.800000000000001
H,9.4
H,13.600000000000001
H,5.800000000000001
H,9.600000000000001
H,13.4
I,28.0
H,10.200000000000001
H,11.8
I,25.0
I,60.5
B,1.1
B,6.0
I,43.0
A,1.0
A,7.8
A,11.200000000000001
A,0.0
C,9.799999999999999
A,13.5
C,9.799999999999999
D,13.5
C,9.1
C,9.1
C,10.5
B,3.5999999999999996
C,11.2
C,12.6
B,4.2
C,9.799999999999999
C,13.299999999999999
G,4.8
B,4.2
B,4.2
C,9.799999999999999
C,13.299999999999999
G,7.199999999999999
B,4.8
B,5.1
C,10.5
G,3.5999999999999996
C,14.0
B,4.8
G,2.6
C,11.2
C,14.0
B,5.1
G,0.0
C,12.6
C,14.0
G,13.600000000000001
C,12.6
C,14.7
C,15.399999999999999
C,15.399999999999999
C,17.5
C,18.2
A,3.8000000000000003
H,9.5
A,3.8000000000000003
B,5.3999999999999995
H,29.7
A,3.6
A,4.0
A,3.6
A,3.8000000000000003
A,4.0
A,3.8000000000000003
B,7.5
I,17.0
I,16.400000000000002
A,4.2
B,7.8
D,11.5
A,5.0
B,8.1
D,11.5
D,13.5
D,15.5
D,16.5
A,6.0
D,14.5
A,6.0
D,15.5
A,6.2
D,16.5
G,7.4
G,4.2
D,17.5
G,4.4
D,19.5
D,21.0
G,7.0
C,5.6000000000000005
G,7.2
C,15.3
G,7.4
C,3.2
G,7.6000000000000005
C,8.5
C,12.6
G,7.800000000000001
C,16.8
G,7.800000000000001
H,8.4
C,12.0
C,8.7
H,10.8
G,8.0
G,8.0
G,8.200000000000001
H,4.6000000000000005
G,8.4
H,5.6000000000000005
G,8.4
H,6.4
G,8.4
G,8.200000000000001
H,7.6000000000000005
B,22.4
G,8.6
I,42.0
A,10.2
A,10.799999999999999
A,30.400000000000002
H,11.0
H,9.8
I,28.0
H,9.600000000000001
H,9.600000000000001
H,10.0
D,28.0
D,8.8
D,29.4
D,42.400000000000006
I,44.5
I,45.0
G,20.400000000000002
C,9.799999999999999
C,9.799999999999999
C,11.2
C,12.6
C,14.0
C,15.399999999999999
C,16.799999999999997
C,9.799999999999999
C,12.6
C,16.099999999999998
B,7.5
C,9.799999999999999
B,8.1
H,12.8
B,9.0
B,7.199999999999999
C,9.799999999999999
H,32.0
B,10.799999999999999
C,11.2
C,13.299999999999999
C,14.0
C,13.299999999999999
B,4.5
C,13.299999999999999
A,5.4
C,14.7
A,8.200000000000001
C,15.399999999999999
C,15.399999999999999
I,20.0
C,16.099999999999998
I,9.9
C,18.2
I,12.9
A,3.4000000000000004
I,15.899999999999999
D,16.0
A,4.4
I,37.8
D,24.5
B,8.1
B,9.0
G,7.6000000000000005
B,10.2
D,12.5
G,11.4
B,11.1
B,12.299999999999999
H,15.200000000000001
H,9.600000000000001
A,9.4
H,9.600000000000001
H,10.200000000000001
G,5.2
H,10.8
G,5.4
H,10.8
G,5.4
I,65.0
D,28.0
C,11.2
C,0.0
C,15.3
I,48.5
G,12.8
G,13.0
B,13.5
B,6.0
B,3.6
B,1.8
B,13.299999999999999
B,21.0
B,0.0
B,14.0
B,14.7
B,11.5
B,18.400000000000002
H,13.4
C,11.2
C,10.5
C,11.2
C,11.899999999999999
C,10.5
H,2.6
A,2.4000000000000004
C,12.6
C,10.5
A,34.0
I,60.5
C,13.299999999999999
C,10.5
C,15.399999999999999
C,10.5
C,11.899999999999999
C,13.299999999999999
C,14.7
C,16.799999999999997
D,28.0
I,11.0
C,18.2
B,6.6
B,6.8999999999999995
G,21.0
G,9.9
G,35.0
B,8.4
B,9.0
B,9.299999999999999
A,5.2
A,5.6000000000000005
A,6.0
A,7.2
C,11.2
C,11.2
C,12.6
H,12.0
H,38.400000000000006
C,12.6
D,19.0
D,22.5
C,10.5
C,14.7
G,9.200000000000001
C,21.0
I,4.5
B,5.1
I,2.8000000000000003
B,6.6
I,14.0
B,8.1
G,10.600000000000001
G,9.8
G,9.200000000000001
B,9.6
G,8.6
G,8.8
G,8.8
A,6.2
G,9.4
G,9.600000000000001
A,7.4
G,9.600000000000001
G,10.200000000000001
H,10.4
D,19.5
H,10.8
D,23.5
I,8.0
C,11.200000000000001
C,4.5
G,9.0
G,11.600000000000001
C,1.5
C,8.4
G,11.600000000000001
C,7.5
G,12.0
C,12.6
C,9.799999999999999
C,2.8000000000000003
C,7.0
C,11.700000000000001
H,9.8
C,11.200000000000001
C,9.1
H,12.0
H,14.8
C,10.4
C,11.200000000000001
C,9.0
C,8.0
C,3.4000000000000004
C,5.7
C,0.0
C,21.0
I,7.5
I,7.5
C,12.6
C,14.7
H,13.0
B,14.7
C,16.099999999999998
B,23.0
C,17.5
B,21.6
C,19.599999999999998
I,7.5
I,9.0
A,19.599999999999998
A,6.0
I,10.5
B,9.0
A,7.6000000000000005
C,11.899999999999999
C,11.899999999999999
D,40.0
C,19.599999999999998
C,11.899999999999999
C,14.0
C,14.7
C,16.799999999999997
D,26.5
D,27.5
G,12.0
B,8.1
B,9.299999999999999
B,7.5
B,9.0
G,15.8
C,14.7
A,7.4
C,15.399999999999999
A,7.800000000000001
C,16.799999999999997
A,7.4
C,17.5
A,7.800000000000001
C,16.799999999999997
C,16.099999999999998
C,16.799999999999997
D,27.5
D,28.5
H,3.5
H,2.1
D,23.5
H,5.5
H,6.6
H,12.0
B,7.199999999999999
H,1.8
G,16.400000000000002
H,2.0
G,16.400000000000002
G,16.8
G,13.200000000000001
G,11.600000000000001
I,0.0
G,12.600000000000001
G,12.0
A,5.4
G,13.0
A,5.4
G,14.600000000000001
A,5.4
A,5.4
I,4.0
I,5.0
H,2.8000000000000003
D,17.0
H,2.8000000000000003
H,2.0
D,18.0
H,2.2
H,2.4000000000000004
H,2.8000000000000003
H,2.8000000000000003
C,0.0
I,8.0
C,0.0
I,7.5
C,21.6
I,7.5
G,10.0
I,8.0
G,9.8
G,9.8
G,10.0
B,20.0
C,7.699999999999999
C,11.2
A,8.1
A,32.4
H,2.8000000000000003
H,2.6
H,2.6
H,2.8000000000000003
H,2.6
B,5.1
D,19.5
H,2.8000000000000003
B,6.6
H,3.0
H,3.2
C,11.899999999999999
C,13.299999999999999
G,12.8
A,5.800000000000001
A,7.4
B,5.3999999999999995
I,8.5
I,8.5
B,6.0
I,9.5
D,33.0
A,4.800000000000001
A,6.4
A,7.4
A,5.2
G,3.0
D,31.5
G,3.0
D,22.5
D,40.0
D,26.5
G,3.2
G,3.6
C,15.399999999999999
G,4.2
G,3.2
C,18.2
B,8.4
H,4.4
B,9.9
H,2.0
H,4.6000000000000005
H,2.0
H,2.4000000000000004
A,9.0
H,2.6
I,6.5
H,3.0
I,7.0
H,3.0
I,9.0
I,11.5
H,3.6
I,13.5
H,3.8000000000000003
H,4.4
D,37.0
I,12.0
G,3.0
G,3.0
G,2.8000000000000003
C,1.6
C,0.9
C,3.0
C,0.0
C,4.5
C,0.9
C,7.0
C,8.1
C,6.3
C,1.8
C,2.8000000000000003
C,0.0
C,5.6
C,7.2
C,7.2
C,7.2
C,0.9
C,3.2
C,6.3
C,5.6
C,4.8999999999999995
C,0.0
C,7.699999999999999
C,8.1
C,5.6
C,4.8999999999999995
C,7.0
C,1.6
C,8.0
C,1.1
C,0.9
C,5.6
C,5.6
C,2.6999999999999997
C,11.0
C,0.9
C,0.0
C,4.8999999999999995
C,4.8999999999999995
C,8.8
C,5.3999999999999995
C,0.0
C,5.6
C,4.8999999999999995
C,8.1
C,0.0
C,6.0
C,9.0
C,6.5
C,8.399999999999999
C,5.6
C,5.6
C,0.0
C,0.0
C,5.6
C,6.3
C,14.0
C,0.0
C,5.6
C,7.0
C,9.9
C,5.6
C,7.0
C,6.3
C,7.0
C,6.3
C,7.699999999999999
B,10.8
C,7.0
C,7.699999999999999
B,5.6000000000000005
C,8.399999999999999
C,7.699999999999999
C,8.399999999999999
C,9.1
B,4.0
C,8.399999999999999
C,8.399999999999999
C,8.399999999999999
A,0.0
C,9.1
A,7.699999999999999
C,9.1
A,2.6
C,8.399999999999999
A,9.9
A,9.1
A,11.0
C,9.1
B,3.5999999999999996
B,4.2
D,4.4
D,8.0
D,3.0
D,4.2
D,7.199999999999999
D,8.0
A,3.0
A,3.2
A,3.2
B,3.3
G,15.3
A,3.2
G,5.2
A,3.4000000000000004
G,0.0
G,4.2
A,3.2
G,14.399999999999999
A,3.2
G,4.0
A,2.2
H,19.599999999999998
D,9.5
A,2.4000000000000004
D,10.0
D,10.5
H,5.6
H,3.9
I,7.4
H,0.8
H,1.5
H,4.0
D,7.0
H,5.7
H,2.8000000000000003
H,7.8
H,2.1
H,0.0
H,7.199999999999999
H,18.0
H,11.200000000000001
H,11.7
G,4.4
G,5.4
G,3.4000000000000004
G,7.4
G,5.2
G,6.6000000000000005
I,18.599999999999998
I,18.0
H,8.8
H,9.200000000000001
H,10.0
H,10.600000000000001
H,7.6000000000000005
H,10.8
H,7.800000000000001
H,10.8
C,14.0
H,11.0
C,13.5
C,1.5
H,11.0
C,3.0
H,11.0
C,9.6
H,10.8
C,7.2
C,0.0
C,14.0
C,8.4
C,13.2
C,2.3000000000000003
C,7.199999999999999
C,7.5
C,14.0
I,46.0
C,2.6
C,14.0
C,2.8000000000000003
C,10.2
C,26.1
I,23.0
B,12.6
B,7.2
B,28.0
A,9.799999999999999
A,5.7
A,0.0
A,17.1
A,23.200000000000003
D,1.3
D,17.1
D,5.6000000000000005
D,6.2
C,9.799999999999999
D,7.8
D,9.0
C,11.2
D,9.0
D,9.0
C,9.799999999999999
D,11.0
D,17.5
G,27.299999999999997
G,25.6
B,5.1
B,4.5
G,8.4
G,0.0
G,36.0
A,3.8000000000000003
A,4.6000000000000005
H,3.4000000000000004
A,3.4000000000000004
A,4.0
A,4.4
H,14.200000000000001
D,14.0
H,14.4
D,13.5
I,28.2
D,14.5
D,16.0
G,6.6000000000000005
I,16.8
I,0.0
G,7.0
G,11.8
H,5.6000000000000005
C,4.2
C,4.8
C,6.4
C,0.0
C,3.2
C,1.6
I,25.0
C,0.0
C,0.0
C,15.3
C,9.799999999999999
H,10.0
H,10.4
H,10.600000000000001
C,1.4000000000000001
B,3.9
B,1.4000000000000001
I,45.5
B,15.0
B,0.0
B,12.6
A,12.0
B,0.0
A,11.700000000000001
A,0.0
B,4.800000000000001
A,13.5
C,9.799999999999999
C,10.5
C,11.2
C,10.5
C,11.2
D,0.0
A,9.1
D,4.8
B,4.8
D,14.0
C,9.799999999999999
B,5.7
G,10.4
G,13.600000000000001
G,7.699999999999999
G,2.4000000000000004
G,7.0
G,8.4
B,4.5
A,4.2
A,4.0
A,4.4
A,4.4
A,5.0
H,4.800000000000001
H,5.2
H,4.5
H,0.0
H,18.0
H,4.800000000000001
H,11.0
H,8.4
H,13.799999999999999
D,12.0
I,5.1
A,2.6
A,2.6
I,5.800000000000001
I,13.799999999999999
I,1.6
I,20.7
D,8.0
G,3.6
G,5.4
C,12.6
G,3.8000000000000003
C,0.0
C,12.8
C,0.0
C,9.6
C,14.4
C,7.0
C,10.2
C,8.5
C,4.2
C,10.2
H,5.6000000000000005
H,5.800000000000001
H,4.6000000000000005
H,4.4
B,9.0
B,0.0
B,13.0
B,4.4
B,11.200000000000001
B,6.4
I,25.0
B,17.1
A,5.2
A,10.4
A,17.4
I,14.0
D,9.0
A,13.600000000000001
D,28.8
G,3.4000000000000004
D,0.0
G,16.0
D,0.0
G,13.2
D,9.600000000000001
G,25.2
C,9.799999999999999
G,25.2
G,28.0
H,13.5
H,4.800000000000001
C,9.799999999999999
B,3.5999999999999996
C,11.2
B,4.5
C,14.0
B,5.1
H,18.400000000000002
B,5.7
I,4.8
I,27.0
B,6.3
B,7.5
B,6.3
I,0.0
I,17.0
A,5.6000000000000005
A,4.6000000000000005
A,4.6000000000000005
A,4.800000000000001
D,17.0
I,2.6
A,4.800000000000001
I,10.5
D,19.0
A,5.0
G,9.0
D,15.0
C,8.0
D,16.5
C,5.3999999999999995
C,18.0
D,17.5
C,10.0
D,18.5
C,2.1
C,4.2
C,6.8999999999999995
C,26.0
C,22.400000000000002
H,11.4
C,5.6000000000000005
H,12.0
C,3.0
G,8.6
H,12.0
C,25.6
H,13.200000000000001
C,7.699999999999999
C,1.6
B,6.6000000000000005
H,12.0
B,12.299999999999999
C,11.899999999999999
H,14.600000000000001
I,56.0
C,14.4
H,16.8
C,0.0
C,15.200000000000001
H,18.8
C,3.8000000000000003
C,21.0
C,18.900000000000002
A,0.0
B,6.3
A,25.8
I,85.0
B,2.1
D,13.5
A,6.4
D,26.0
D,0.0
A,7.8
D,5.6
D,1.3
G,0.0
D,2.6
C,11.2
G,71.2
D,14.4
C,14.7
D,18.599999999999998
G,14.8
B,6.6
C,11.2
B,6.8999999999999995
C,13.299999999999999
G,6.0
B,8.1
C,14.0
C,15.399999999999999
H,21.6
A,6.2
B,6.8999999999999995
H,27.299999999999997
H,0.0
H,4.2
H,5.800000000000001
D,20.0
H,31.5
A,5.4
I,5.6000000000000005
I,3.0
I,7.5
I,0.0
G,10.0
G,10.8
D,17.5
D,19.5
G,11.600000000000001
G,12.4
G,9.200000000000001
H,20.0
H,18.6
H,19.400000000000002
H,20.6
C,7.2
C,9.0
C,17.0
C,12.6
C,12.6
C,16.0
C,7.6000000000000005
I,7.5
C,1.9000000000000001
C,6.0
I,9.0
C,0.0
I,10.0
C,12.6
C,10.5
C,16.8
B,11.200000000000001
C,23.0
B,12.6
B,12.8
C,16.799999999999997
C,21.6
H,8.6
A,7.199999999999999
A,1.7000000000000002
A,6.2
B,0.0
I,8.0
D,12.5
D,30.099999999999998
A,34.0
G,26.599999999999998
C,15.399999999999999
C,17.5
D,27.200000000000003
G,9.200000000000001
C,15.399999999999999
G,8.8
G,27.0
C,16.799999999999997
C,16.099999999999998
C,15.399999999999999
C,16.799999999999997
G,12.0
C,20.299999999999997
H,1.4000000000000001
H,13.5
C,12.6
B,9.0
H,11.0
I,10.5
C,12.6
B,9.9
H,0.0
I,6.0
C,14.0
B,10.799999999999999
H,12.6
I,17.6
C,14.7
B,12.6
H,1.4000000000000001
H,6.0
C,15.399999999999999
H,3.0
C,16.799999999999997
H,1.5
C,17.5
H,1.5
A,10.0
B,8.1
I,6.0
I,7.2
I,1.3
I,9.0
I,4.8
I,6.800000000000001
A,6.6000000000000005
I,10.799999999999999
D,30.0
A,7.2
D,25.0
G,17.2
C,2.8000000000000003
C,4.2
C,8.0
C,5.1
G,14.600000000000001
C,1.9000000000000001
C,8.0
C,6.6
C,0.0
C,9.600000000000001
C,10.2
C,15.6
C,14.0
C,8.0
C,15.200000000000001
B,18.9
B,10.799999999999999
C,11.4
B,30.0
B,2.0
C,16.2
C,0.0
C,17.0
C,12.8
C,1.6
H,1.6
C,15.3
H,2.0
C,18.0
A,21.7
H,2.4000000000000004
A,2.3000000000000003
A,13.0
B,10.2
D,4.0
I,6.5
I,12.0
I,4.0
D,25.2
A,2.0
G,9.6
A,13.2
G,3.2
G,0.0
G,11.899999999999999
G,11.899999999999999
G,1.4000000000000001
D,24.0
G,0.0
H,2.4000000000000004
H,0.0
H,1.0
C,18.9
C,6.3
H,7.199999999999999
C,18.9
H,5.2
C,6.3
H,8.4
C,6.3
C,4.8999999999999995
C,4.199999999999999
C,3.5
C,2.8
B,9.0
C,2.8
I,1.6
B,10.5
C,2.0999999999999996
H,6.0
B,12.299999999999999
C,2.0999999999999996
C,1.4
C,2.0999999999999996
C,2.0999999999999996
I,0.0
I,14.0
C,1.4
I,2.8000000000000003
C,1.4
A,10.600000000000001
C,1.4
A,10.600000000000001
C,1.4
C,1.4
C,0.7
C,0.0
C,0.0
D,45.5
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
G,3.2
C,0.0
G,3.6
C,0.0
C,0.0
C,0.0
C,0.0
C,0.7
C,1.4
C,1.4
H,3.8000000000000003
C,1.4
H,4.0
C,2.8
H,3.8000000000000003
C,2.0999999999999996
H,4.0
C,2.8
H,4.2
H,4.4
H,4.4
H,4.4
H,4.4
H,4.800000000000001
B,1.2
H,5.0
B,4.5
A,4.0
I,11.5
D,18.5
G,3.2
G,3.4000000000000004
G,3.6
G,4.2
G,4.6000000000000005
H,4.800000000000001
H,5.0
H,5.4
H,5.4
H,5.4
H,5.6000000000000005
H,5.6000000000000005
H,5.6000000000000005
H,5.800000000000001
H,5.800000000000001
C,8.0
C,2.2
C,5.3999999999999995
C,0.0
C,4.5
C,0.0
C,2.4
C,7.0
C,5.3999999999999995
C,0.0
C,1.6
C,9.0
C,2.0
C,3.3
C,0.0
C,7.2
C,3.6
C,11.0
C,6.3
C,1.6
C,6.0
C,4.8999999999999995
C,7.199999999999999
C,7.0
C,5.6
C,10.0
C,2.4000000000000004
C,1.0
C,5.6
C,4.8999999999999995
C,9.0
C,3.9
C,2.2
C,4.0
C,4.8999999999999995
C,0.0
C,4.4
C,2.0
C,12.6
C,4.8999999999999995
C,8.8
C,4.0
C,11.200000000000001
C,11.0
C,5.6
C,2.0
C,4.5
C,4.800000000000001
C,0.0
C,4.8999999999999995
C,9.0
C,2.4000000000000004
C,4.4
C,13.5
C,4.8999999999999995
C,0.0
C,6.6
B,6.0
C,5.6
C,2.2
C,3.9
B,3.6
C,2.4000000000000004
C,13.0
C,5.6
B,1.0
C,2.6
C,14.0
B,2.2
C,5.6
C,1.4000000000000001
B,7.699999999999999
C,6.3
C,7.0
B,6.0
C,4.2
C,7.699999999999999
B,0.0
C,9.799999999999999
C,7.699999999999999
B,6.4
C,8.399999999999999
B,10.4
B,10.799999999999999
A,5.2
A,2.6
A,9.6
B,13.0
A,3.0
B,3.5999999999999996
A,3.4000000000000004
A,17.0
B,3.9
A,1.7000000000000002
A,5.1
A,11.899999999999999
A,1.7000000000000002
D,15.0
A,10.2
D,9.6
A,3.0
A,3.2
A,0.0
A,3.2
A,2.4
A,3.2
D,11.2
A,3.2
G,11.700000000000001
D,3.6
A,3.4000000000000004
D,2.0
A,3.6
D,0.0
G,17.0
D,15.399999999999999
A,3.6
D,15.399999999999999
A,3.6
D,0.7000000000000001
D,0.8
G,16.8
D,9.5
D,11.0
H,3.9
D,11.5
H,9.6
H,6.3
D,13.0
H,18.2
H,11.0
D,14.5
H,15.3
D,15.5
H,8.1
G,3.6
H,0.0
D,16.0
G,10.4
H,29.6
H,27.299999999999997
H,32.0
I,18.599999999999998
I,27.5
G,7.4
H,8.399999999999999
G,8.0
H,1.6
I,48.0
G,8.8
H,8.5
G,9.8
H,10.799999999999999
H,4.8
H,3.0
H,7.2
I,13.2
I,4.0
I,16.2
I,1.8
I,7.0
C,12.6
C,17.0
H,8.200000000000001
C,15.200000000000001
H,8.0
C,18.900000000000002
C,15.399999999999999
C,4.800000000000001
C,12.6
C,2.7
C,8.4
C,0.0
C,1.5
C,3.2
C,5.1
C,3.8000000000000003
C,17.6
B,12.4
I,30.0
I,26.5
C,4.2
C,13.5
A,0.0
C,14.4
A,10.2
C,15.3
B,11.4
B,4.0
B,8.4
C,7.0
B,0.0
C,9.0
B,16.099999999999998
C,16.0
B,18.2
D,16.0
B,2.4000000000000004
A,2.7
B,7.0
B,4.2
G,33.599999999999994
B,0.0
B,3.8000000000000003
B,20.7
C,9.799999999999999
A,12.0
D,16.5
A,23.0
B,4.5
D,4.5
G,34.0
B,5.1
G,10.0
G,47.7
D,0.0
D,21.0
H,13.2
G,10.2
A,3.8000000000000003
G,13.200000000000001
I,9.299999999999999
D,11.5
H,0.0
H,1.4000000000000001
H,29.7
H,11.200000000000001
G,5.4
I,12.0
H,7.2
I,6.0
H,6.800000000000001
H,6.800000000000001
I,1.4000000000000001
C,0.0
C,2.2
C,6.6
C,7.699999999999999
C,0.0
I,23.5
C,12.6
C,13.0
B,6.5
C,14.0
C,16.0
C,12.6
C,1.5
C,4.8
C,3.2
C,0.0
C,11.200000000000001
C,19.0
B,4.8
A,4.5
B,7.0
A,5.3999999999999995
B,12.6
B,4.5
A,1.8
B,11.2
B,6.4
C,9.799999999999999
A,19.0
B,18.0
B,1.5
C,9.1
B,5.3999999999999995
B,1.8
C,10.5
C,11.899999999999999
C,13.299999999999999
D,1.0
D,16.0
A,9.0
A,6.6
A,4.8
A,4.4
A,24.0
G,2.6
G,5.2
B,5.1
B,5.7
D,1.8
B,5.7
D,21.6
D,0.0
D,0.0
B,5.7
D,4.800000000000001
G,0.0
B,6.6
D,9.600000000000001
G,11.200000000000001
B,6.6
D,14.399999999999999
B,6.8999999999999995
D,7.199999999999999
B,7.5
D,5.4
H,11.700000000000001
B,7.5
B,8.1
B,7.8
G,0.0
B,8.1
G,20.0
B,8.4
B,8.7
I,3.9
G,2.9000000000000004
B,9.0
G,6.4
G,29.7
B,9.9
H,1.0
H,5.0
H,4.6000000000000005
H,16.8
A,7.4
H,17.4
A,7.4
H,6.2
A,7.2
H,25.2
A,7.800000000000001
A,8.0
I,6.0
I,3.9000000000000004
I,9.0
D,23.0
I,18.400000000000002
C,5.6000000000000005
C,16.0
G,10.0
G,10.4
B,9.9
B,2.0
C,11.200000000000001
B,8.0
C,2.8000000000000003
C,14.0
C,5.6000000000000005
C,9.799999999999999
A,7.0
A,20.0
C,0.0
B,8.4
C,4.2
C,11.200000000000001
H,9.200000000000001
H,9.0
D,6.0
H,9.200000000000001
B,9.9
A,10.4
B,7.199999999999999
A,5.5
B,8.4
G,8.4
I,37.5
D,9.1
D,9.1
A,0.0
D,14.4
A,17.0
G,0.0
G,15.200000000000001
D,9.6
D,12.0
H,13.5
H,3.8000000000000003
H,11.0
H,2.0
G,5.4
H,13.0
G,16.0
H,5.4
G,12.8
H,9.9
C,9.799999999999999
I,25.2
I,55.0
I,2.6999999999999997
H,26.599999999999998
B,4.5
I,13.5
A,3.2
I,5.2
I,5.800000000000001
A,3.4000000000000004
I,12.8
D,9.0
D,11.5
C,4.8
C,7.5
C,6.4
G,5.2
C,5.1
G,4.800000000000001
C,4.8
B,5.7
G,4.800000000000001
C,3.2
B,10.8
C,3.2
C,0.0
C,0.0
C,12.0
C,9.1
C,0.0
C,8.4
C,4.5
C,12.0
C,2.8000000000000003
A,15.5
C,1.6
C,5.6000000000000005
C,7.2
C,4.2
C,0.0
C,5.6000000000000005
C,11.0
C,5.6000000000000005
C,7.5
B,2.8000000000000003
C,2.8000000000000003
C,11.200000000000001
B,4.8
C,9.799999999999999
C,17.0
B,1.7000000000000002
C,3.0
D,18.5
B,3.8000000000000003
C,15.200000000000001
C,12.8
C,3.2
B,4.4
C,35.1
C,1.5
B,12.0
C,0.0
C,4.8
C,12.8
G,4.3
H,3.6
B,12.0
G,4.6000000000000005
A,21.6
H,5.0
G,43.2
A,9.0
A,3.3000000000000003
B,0.0
B,8.5
A,37.6
I,20.5
D,39.0
A,5.1
D,45.0
A,19.0
H,30.0
G,3.1
D,9.0
G,47.7
I,8.0
I,12.5
G,14.4
H,26.599999999999998
C,11.2
C,14.0
C,16.099999999999998
H,23.099999999999998
H,6.6
B,6.6
H,0.0
B,7.5
H,2.8000000000000003
H,0.5
I,13.5
B,8.1
I,3.0
H,1.2000000000000002
I,9.9
B,10.2
H,1.5
B,11.1
H,0.0
C,22.400000000000002
H,3.0
I,16.0
A,8.200000000000001
A,8.4
B,6.3
A,8.4
B,0.0
A,8.4
B,0.0
A,8.8
B,13.200000000000001
A,9.200000000000001
A,19.5
C,12.0
D,26.0
C,3.3
C,4.800000000000001
C,3.9
C,9.799999999999999
D,29.4
B,13.5
B,10.799999999999999
B,2.1
C,8.0
C,7.6000000000000005
G,12.200000000000001
C,18.900000000000002
C,18.900000000000002
G,45.5
C,4.2
C,6.0
C,14.7
A,22.400000000000002
C,14.7
B,8.0
B,0.0
B,0.0
B,19.2
H,9.799999999999999
B,23.0
H,1.4000000000000001
H,15.0
D,5.0
H,3.0
D,18.0
A,23.0
A,29.0
A,11.200000000000001
G,42.0
H,11.4
H,14.600000000000001
I,2.6
D,4.6000000000000005
I,2.8000000000000003
I,10.5
D,0.0
D,15.0
I,8.0
G,0.0
G,39.6
G,28.8
H,8.0
H,9.0
H,6.4
H,15.3
H,15.3
I,0.9
H,1.8
H,3.8000000000000003
H,0.0
H,0.0
H,0.9
H,20.0
C,6.4
H,7.0
H,12.0
H,4.4
C,12.6
