crossroad,veics
37,C
54,A
3,F
0,G
78,E
34,B
47,H
2,I
73,C
53,A
76,F
36,G
49,E
11,B
38,H
50,C
90,A
39,F
74,G
114,E
86,B
111,H
18,D
64,I
63,C
89,A
27,F
101,G
81,E
7,B
26,H
9,I
32,C
115,A
95,F
98,G
82,E
70,B
83,H
54,D
84,I
109,C
23,A
112,F
40,G
94,E
31,B
28,H
42,D
75,I
3,C
106,A
92,F
110,G
8,E
67,B
16,H
78,D
34,C
52,A
14,F
72,G
85,E
105,B
19,H
90,D
38,I
86,C
59,A
13,F
18,G
47,E
43,B
45,H
114,D
39,C
11,A
9,F
12,G
117,E
103,B
55,H
82,D
111,I
95,C
88,A
50,F
54,G
83,E
79,B
81,H
108,I
99,C
5,A
75,F
21,G
7,E
115,B
119,H
26,I
70,C
63,F
48,G
31,E
32,B
62,H
91,I
41,A
49,F
42,G
44,E
106,B
25,H
16,I
77,A
8,F
78,G
67,E
95,B
74,H
52,D
27,I
13,C
113,A
34,F
28,G
43,E
94,H
80,D
92,I
9,C
30,A
111,F
57,G
103,E
47,B
98,H
4,D
14,I
75,C
66,A
26,F
90,G
119,E
83,B
117,H
88,D
45,I
68,C
32,A
86,F
114,G
79,E
64,H
12,D
81,I
102,A
85,F
19,G
115,E
61,H
5,D
50,I
104,C
1,A
99,F
93,G
13,B
7,H
48,D
24,I
49,C
95,A
44,F
20,G
25,E
110,H
41,D
62,I
106,C
16,F
55,G
119,B
31,H
77,D
74,I
111,C
118,F
56,G
80,E
30,B
108,H
113,D
63,I
26,C
45,F
52,G
4,E
66,B
67,H
32,D
8,I
2,C
47,A
81,F
88,G
61,E
68,B
91,H
28,D
29,I
85,C
83,A
70,F
64,G
102,B
21,H
19,D
34,I
13,A
62,F
17,G
104,B
43,H
116,D
100,I
16,C
12,A
106,F
5,G
118,E
49,B
103,H
20,D
60,I
37,A
15,F
53,G
26,B
27,H
1,D
98,I
45,C
0,A
51,F
41,G
28,E
25,B
79,H
55,D
65,I
38,C
73,A
80,F
108,G
2,B
57,H
56,D
101,I
30,C
36,A
87,F
77,G
61,B
24,H
40,D
86,I
35,C
119,A
29,F
113,G
85,B
97,H
118,D
99,I
81,C
48,A
6,F
89,G
9,B
93,H
64,D
44,I
71,C
109,A
4,F
23,G
116,E
52,H
70,I
66,C
68,A
98,F
84,G
38,B
63,H
37,D
117,I
62,C
22,A
28,F
91,G
15,E
0,B
88,H
73,D
18,I
102,C
104,A
65,F
32,G
51,E
36,B
17,H
110,I
25,C
3,A
101,F
59,G
87,E
5,H
96,I
107,C
49,A
35,F
27,G
6,E
8,H
109,D
21,I
61,C
26,A
71,F
24,G
40,E
62,B
53,H
106,I
29,C
19,A
10,F
7,G
97,E
22,B
34,H
57,I
98,C
39,A
117,F
1,G
64,E
45,B
41,H
68,D
54,I
58,A
46,F
92,G
9,E
77,H
84,D
93,I
65,C
2,A
107,F
14,G
100,H
15,D
52,I
0,C
85,A
116,F
50,G
29,B
113,H
51,D
88,I
101,C
38,A
18,F
37,G
10,E
19,B
60,H
91,D
80,I
36,C
75,A
40,F
43,G
22,E
97,B
89,H
104,D
76,I
72,A
21,F
73,G
46,E
98,B
99,H
27,D
35,I
117,C
94,A
57,F
79,G
45,E
58,B
44,H
3,D
112,I
62,A
64,F
109,G
81,B
70,H
24,D
71,I
74,C
20,A
54,F
68,G
65,B
115,H
7,D
17,I
19,C
55,A
15,G
101,B
23,H
87,D
107,I
18,C
56,A
93,F
63,G
9,H
92,D
4,I
97,C
29,A
52,F
51,G
58,E
22,H
6,D
5,I
12,C
84,A
88,F
8,G
72,B
32,H
13,D
116,I
110,C
98,A
104,G
94,B
33,H
14,D
53,I
21,C
91,A
82,F
34,G
81,E
96,H
10,D
90,I
57,C
111,A
3,G
74,B
59,H
39,D
28,I
54,C
65,A
17,F
100,G
20,B
45,H
50,D
41,I
93,C
27,A
5,F
95,G
18,B
58,H
46,D
77,I
24,A
87,G
33,E
55,B
106,H
49,D
30,I
48,C
7,A
42,F
86,G
94,E
110,B
80,H
2,D
66,I
52,C
92,A
78,F
60,G
82,E
56,B
1,H
43,D
113,I
72,C
108,A
12,F
6,G
13,E
21,B
76,H
38,D
102,I
88,C
14,A
53,F
99,G
91,B
112,H
75,D
89,I
20,C
101,A
114,F
26,G
33,B
4,H
29,D
40,I
55,C
74,A
90,F
44,G
49,E
57,B
81,H
111,D
23,I
17,C
18,A
41,F
62,G
24,B
116,H
79,D
9,I
5,C
50,A
48,F
70,G
117,B
94,H
82,D
32,I
110,A
77,F
39,G
42,E
7,B
37,H
85,D
59,I
16,A
13,F
115,G
78,E
92,B
11,H
65,D
45,I
53,C
43,A
113,F
2,G
108,B
69,H
63,D
0,I
56,C
21,A
20,F
98,G
114,E
14,B
47,H
101,D
12,I
90,C
57,A
89,F
96,G
54,B
73,H
74,D
36,I
91,C
79,A
49,F
38,G
117,E
31,B
83,H
18,D
19,I
24,C
23,F
106,G
7,E
50,B
109,H
100,D
1,I
41,C
118,F
80,G
85,E
67,B
68,H
86,D
48,I
77,C
63,A
9,F
75,G
11,E
93,B
105,H
42,D
20,I
56,F
29,G
69,E
43,B
104,H
78,D
81,I
13,C
54,A
59,F
111,G
17,B
3,H
60,D
64,I
92,C
34,A
45,F
65,G
31,E
103,B
95,H
110,D
37,I
113,C
1,F
101,G
47,E
53,B
26,H
99,D
73,I
108,C
86,A
85,F
76,G
67,E
79,B
117,H
8,D
109,I
89,C
74,G
83,E
90,B
62,H
16,D
49,C
93,A
81,F
18,G
118,E
11,B
28,H
114,D
68,I
14,C
42,G
43,E
13,B
30,H
115,D
23,C
112,G
105,E
69,B
66,H
54,D
104,I
9,C
92,F
78,G
103,E
34,B
102,H
44,D
3,I
84,C
17,A
37,F
4,G
100,E
89,B
119,H
96,D
95,I
59,C
53,A
14,F
110,G
79,E
47,B
40,H
118,D
26,I
45,C
90,A
73,F
116,G
8,E
49,B
25,H
117,I
1,C
60,A
109,F
16,G
86,B
61,H
72,I
27,C
70,A
3,F
114,G
83,B
0,H
55,I
85,C
11,A
10,F
28,G
44,E
105,B
7,H
91,I
50,C
22,A
95,F
54,G
119,E
23,B
31,H
90,D
56,I
34,C
13,A
84,F
30,G
59,B
67,H
92,I
81,C
99,A
100,F
66,G
39,H
29,I
63,C
52,A
46,F
102,G
43,H
80,D
24,I
37,C
89,A
27,F
40,G
10,E
60,B
36,H
28,D
14,I
73,C
47,A
8,F
90,G
25,E
70,B
103,H
62,I
32,C
49,A
50,F
21,G
61,E
22,B
19,H
109,C
83,A
15,F
12,G
85,B
64,H
39,I
86,C
106,A
51,F
0,G
46,E
119,B
72,H
3,C
88,A
26,F
57,G
9,B
55,H
10,D
84,I
95,C
58,A
34,F
48,G
32,B
2,H
52,D
65,I
5,A
117,F
36,G
80,E
45,B
98,H
76,D
27,I
23,A
29,F
93,G
22,E
106,B
38,H
8,I
60,C
41,A
87,F
20,G
28,E
25,B
91,H
112,D
101,I
70,C
77,A
63,F
19,G
58,B
97,H
46,D
50,I
59,A
62,F
64,G
15,E
95,B
75,H
4,D
18,I
26,C
85,A
39,F
7,G
9,E
61,B
111,H
88,D
34,I
119,A
86,F
72,G
51,E
74,H
12,D
2,I
99,C
94,A
44,F
52,G
45,E
81,B
110,H
48,D
108,I
117,C
115,A
6,F
55,G
58,E
16,H
116,D
98,I
106,C
32,A
65,F
43,G
76,E
79,H
5,D
54,I
68,C
113,A
70,F
91,G
112,E
26,B
24,H
41,D
38,I
25,C
95,A
80,F
17,G
87,E
94,B
22,H
20,D
63,I
29,C
96,A
101,F
53,G
97,E
115,B
9,H
15,D
75,I
61,C
1,A
99,F
88,G
4,E
21,H
19,D
86,I
62,C
18,F
89,G
6,E
27,H
13,D
111,I
104,C
12,A
82,F
5,G
81,E
8,H
64,D
44,I
39,C
28,F
24,G
94,E
34,H
77,D
74,I
65,C
48,A
76,F
56,G
116,E
68,B
108,H
7,D
110,I
26,A
98,F
92,G
115,E
97,B
57,H
32,D
70,I
101,C
30,A
112,F
41,G
29,B
93,H
55,D
16,I
66,A
54,F
15,G
82,E
96,B
52,H
51,D
80,I
18,C
20,A
106,F
23,G
13,E
62,B
45,H
43,D
9,I
37,A
75,F
27,G
64,E
104,B
58,H
40,D
90,I
2,C
73,A
111,F
14,G
65,B
17,H
49,D
100,I
98,C
19,A
4,F
8,G
117,B
81,H
91,D
21,I
97,C
109,A
116,F
77,G
101,B
53,H
24,D
57,I
54,C
102,A
16,F
34,G
30,B
33,H
56,D
99,I
35,C
68,A
9,F
84,G
66,B
88,H
87,D
93,I
71,C
0,A
90,F
59,G
40,E
18,B
94,H
113,D
52,I
75,C
7,A
13,F
50,G
49,E
20,B
63,H
1,D
106,I
96,C
29,A
42,F
32,G
117,E
2,B
89,H
37,D
45,I
111,C
62,A
78,F
79,G
33,E
19,B
44,H
92,D
60,I
107,C
104,A
64,F
108,G
98,B
5,H
27,D
17,I
16,C
55,A
21,F
51,G
102,B
70,H
73,D
81,I
9,C
3,A
35,F
95,G
54,B
41,H
14,D
116,I
30,C
65,A
57,F
87,G
0,B
80,H
84,D
28,I
90,C
101,A
71,F
86,G
33,B
100,H
50,D
53,I
66,C
36,A
114,F
113,G
7,B
23,H
109,D
88,I
13,C
43,A
118,F
63,G
42,E
55,B
99,H
68,D
89,I
20,C
18,A
93,F
1,G
78,E
77,H
29,D
5,I
38,C
2,A
52,F
37,G
59,H
85,D
76,I
19,C
98,A
45,F
26,G
90,B
106,H
104,D
112,I
21,C
91,A
107,F
44,G
114,E
36,B
11,H
79,D
35,I
12,C
24,A
10,F
73,G
118,E
31,B
47,H
3,D
4,I
102,C
39,A
17,F
70,G
7,E
67,B
83,H
6,D
41,I
0,C
56,A
81,F
80,G
13,B
69,H
65,D
71,I
57,C
75,A
40,F
100,G
85,E
43,B
32,H
86,D
23,I
48,C
92,A
53,F
99,G
103,B
60,H
82,D
107,I
93,C
111,A
46,F
109,G
10,E
38,B
95,H
42,D
77,I
55,C
27,A
20,F
68,G
31,E
91,B
116,H
101,D
59,I
74,C
14,A
88,F
29,G
11,E
21,B
113,H
78,D
52,C
72,A
12,F
106,G
67,E
57,B
105,H
114,D
32,I
45,C
54,A
49,F
104,G
47,E
9,B
28,H
118,D
36,C
84,A
89,F
62,G
43,E
24,B
1,H
63,D
20,I
17,C
34,A
5,F
3,G
46,E
56,B
76,H
18,D
64,I
91,C
90,A
41,F
6,G
83,E
92,B
37,H
2,D
95,I
81,C
13,A
23,F
65,G
103,E
11,B
26,H
39,D
113,I
110,C
50,A
77,F
42,G
69,E
93,B
115,H
75,D
53,C
38,A
48,F
60,G
9,E
14,B
119,H
8,D
96,I
88,C
21,A
59,F
101,G
105,E
72,B
73,H
10,D
12,I
24,C
16,A
85,F
78,G
47,B
25,H
111,D
1,I
49,C
22,A
95,F
114,G
34,B
109,H
46,D
89,C
108,A
113,F
116,G
74,B
61,H
100,D
5,C
58,A
18,G
119,E
83,B
117,H
54,D
30,I
41,C
57,A
98,G
17,B
68,H
90,D
66,I
56,C
11,A
1,F
2,G
8,E
110,B
7,H
38,D
19,I
23,C
94,A
28,G
69,B
31,H
44,D
102,I
77,C
79,A
39,G
50,B
67,H
99,D
48,I
59,C
93,A
75,G
25,E
22,B
112,H
16,D
37,I
85,C
86,A
20,G
61,E
53,B
104,H
80,D
40,I
92,C
47,A
111,G
100,E
105,B
4,H
60,D
26,I
14,C
70,A
54,G
49,B
64,H
28,D
29,I
95,C
63,A
15,F
90,G
44,E
108,B
62,H
73,I
72,C
74,A
51,F
38,G
58,B
3,H
13,D
0,I
34,C
83,A
8,F
16,G
94,B
96,H
20,D
55,I
50,C
99,A
87,F
76,G
22,E
89,B
98,H
109,I
113,C
17,A
56,F
115,G
79,B
97,H
36,I
32,C
110,A
37,F
112,G
80,E
45,B
30,H
91,I
27,C
53,A
100,F
4,G
58,E
23,B
2,H
117,I
1,C
60,A
92,F
64,G
28,E
86,B
66,H
68,I
49,A
26,F
15,E
59,B
39,H
74,D
104,I
108,C
106,A
14,F
94,E
85,B
19,H
115,D
62,I
84,C
52,A
34,F
7,G
51,E
95,B
102,H
110,D
8,I
20,A
50,F
96,G
79,E
70,B
40,H
116,D
3,I
89,A
44,F
97,E
81,B
0,H
56,I
86,C
23,A
29,F
30,G
13,E
119,B
43,H
65,I
37,C
59,A
80,F
66,G
87,E
60,B
103,H
98,I
26,C
115,A
6,F
21,G
45,E
106,B
55,H
64,D
101,I
63,C
88,A
73,F
74,G
25,B
75,H
15,D
92,I
70,C
85,A
27,F
57,G
20,B
111,H
7,D
14,I
5,A
109,F
19,G
81,E
61,B
36,H
51,D
34,I
99,C
95,A
84,F
102,G
116,E
115,B
9,H
52,D
2,I
29,C
119,A
117,F
110,G
6,E
32,B
22,H
87,D
39,I
41,A
86,F
40,G
97,B
33,H
96,D
75,I
77,A
62,F
0,G
64,E
26,B
58,H
50,I
60,C
3,F
12,G
38,H
88,D
44,I
73,C
7,A
82,F
15,G
115,E
29,B
94,H
5,D
80,I
106,C
65,F
51,G
16,H
76,D
111,I
25,C
32,A
28,F
48,G
33,E
79,H
49,D
27,I
109,C
113,A
118,F
52,G
21,H
112,D
24,I
20,C
1,A
63,F
93,G
45,H
6,D
100,I
117,C
26,A
13,F
55,G
82,E
7,B
91,H
41,D
9,I
61,C
96,A
10,F
87,G
8,H
19,D
84,I
97,C
29,A
70,F
88,G
33,B
74,H
77,D
38,I
62,C
98,F
17,G
118,E
34,H
32,D
18,I
3,C
99,F
53,G
76,E
44,H
12,D
86,I
65,C
46,F
36,G
49,E
57,H
4,D
16,I
42,F
89,G
10,E
110,H
113,D
21,I
13,C
78,F
5,G
7,E
62,B
80,H
48,D
72,I
68,C
19,A
101,F
6,G
112,E
96,B
52,H
82,D
63,I
104,C
39,F
41,G
27,H
85,D
45,I
2,C
116,F
43,G
46,E
93,H
118,D
74,I
98,C
64,F
91,G
4,E
65,B
88,H
10,D
108,I
76,F
77,G
19,B
17,H
55,D
70,I
30,A
75,F
23,G
13,B
81,H
1,D
54,I
66,A
111,F
8,G
42,E
24,H
40,D
57,I
101,C
12,A
9,F
56,G
78,E
68,B
100,H
43,D
110,I
39,C
62,A
49,F
92,G
85,E
53,H
46,D
52,I
96,C
37,A
112,F
32,G
104,B
11,H
29,D
99,I
19,C
48,A
18,F
34,G
117,B
89,H
91,D
93,I
75,C
55,A
4,F
14,G
31,B
47,H
88,I
111,C
73,A
16,F
113,G
40,E
30,B
72,H
17,I
43,A
21,F
44,G
2,B
5,H
28,I
9,C
102,A
106,F
59,G
67,B
83,H
42,D
81,I
49,C
65,A
45,F
80,G
66,B
69,H
56,D
116,I
13,A
114,F
1,G
117,E
98,B
105,H
78,D
53,I
35,C
68,A
54,F
29,G
31,E
55,B
115,H
37,D
90,I
71,C
109,A
85,F
50,G
11,E
43,B
41,H
92,D
89,I
18,C
104,A
57,F
27,G
47,E
102,B
77,H
73,D
60,I
107,C
0,A
52,F
95,G
67,E
101,B
63,H
14,D
106,I
16,C
91,A
93,F
79,G
83,E
49,B
23,H
65,D
5,I
30,C
2,A
40,F
42,G
69,E
103,B
108,H
21,C
3,A
20,F
84,G
114,E
70,H
8,D
66,C
98,A
35,F
78,G
43,E
11,B
32,H
50,D
64,I
45,C
36,A
88,F
37,G
105,E
18,B
7,H
68,D
55,C
22,A
71,F
26,G
99,H
109,D
41,I
54,C
56,A
17,F
24,G
103,E
47,B
117,H
104,D
76,I
85,C
58,A
107,F
86,G
83,B
31,H
114,D
77,I
38,C
101,A
81,F
73,G
8,E
0,B
28,H
27,D
20,I
102,C
92,A
53,F
100,G
91,B
67,H
79,D
23,I
57,C
39,A
90,F
72,G
69,B
113,H
84,D
112,I
52,C
49,A
89,F
65,G
21,B
116,H
44,D
35,I
74,C
11,A
5,F
68,G
36,B
119,H
2,D
32,I
93,C
94,A
41,F
109,G
105,B
59,H
3,D
71,I
110,C
14,A
77,F
115,G
54,B
60,H
101,D
4,I
88,C
18,A
8,F
63,G
22,B
33,H
13,D
107,I
17,C
47,A
23,F
104,G
85,B
25,H
24,D
117,I
0,C
50,A
114,G
119,E
56,B
61,H
80,D
96,I
12,C
27,A
108,G
44,E
38,B
1,H
86,D
19,I
81,C
83,A
2,G
9,B
106,H
100,D
29,I
91,C
21,A
15,F
62,G
33,E
58,B
95,H
39,D
113,I
53,C
79,A
51,F
70,G
22,E
57,B
43,H
115,D
40,I
90,C
75,A
117,F
3,G
13,E
92,B
37,H
18,D
59,I
89,C
54,A
87,F
7,G
94,B
64,H
63,D
8,I
5,C
84,A
44,F
101,G
25,E
119,B
26,H
1,I
41,C
85,A
12,F
99,G
9,E
74,B
73,H
95,I
77,C
24,A
29,F
39,G
80,E
93,B
68,H
75,D
36,C
86,A
6,F
20,G
61,E
110,B
76,H
49,D
48,C
115,A
82,F
28,G
15,E
14,B
112,H
54,D
30,I
23,C
38,A
118,F
116,G
58,E
17,B
4,H
7,D
66,I
56,C
57,A
113,F
18,G
51,E
50,B
109,H
55,I
117,C
63,A
59,F
98,G
100,E
33,B
104,H
99,D
44,I
29,C
119,A
10,F
75,G
87,E
79,B
2,H
20,D
102,I
32,C
111,A
13,F
60,G
6,E
25,B
62,H
28,D
37,I
92,C
34,A
1,F
54,G
82,E
53,B
96,H
38,D
12,I
14,C
74,A
46,F
106,G
94,E
45,B
19,H
65,I
27,C
93,A
48,F
64,G
118,E
90,B
3,H
15,D
26,I
113,C
7,A
80,F
76,G
49,E
24,B
40,H
51,D
73,I
59,C
99,A
56,F
112,G
79,E
89,B
39,H
87,D
50,C
16,A
100,F
43,G
10,E
23,B
8,H
111,D
68,I
13,C
110,A
95,F
38,G
46,E
29,B
98,H
6,D
109,I
1,C
72,A
92,F
4,G
28,E
86,B
30,H
82,D
104,I
25,C
17,A
37,F
96,G
45,E
115,B
103,H
118,D
2,I
52,A
14,F
19,G
34,B
22,H
60,D
62,I
24,C
53,A
49,F
15,G
32,B
66,H
10,D
48,I
88,A
65,F
40,G
61,B
9,H
64,D
0,I
95,C
90,A
27,F
51,G
81,B
58,H
46,D
80,I
86,C
108,A
28,F
87,G
115,E
7,B
94,H
85,D
3,I
89,A
26,F
111,G
59,B
79,H
74,D
56,I
23,A
50,F
8,G
13,B
55,H
43,D
92,I
34,C
29,A
42,F
6,G
117,B
45,H
16,D
91,I
37,C
20,A
78,F
30,G
95,B
75,H
116,D
14,I
49,C
60,A
73,F
21,G
81,E
72,B
44,H
110,D
101,I
84,C
5,A
114,F
66,G
64,E
38,H
96,D
18,I
61,C
70,A
109,F
57,G
85,E
108,B
102,H
52,D
39,I
65,C
43,A
86,F
55,G
7,E
20,B
0,H
88,D
27,I
63,C
32,A
34,F
74,G
117,E
80,H
90,D
98,I
26,C
41,A
62,F
16,G
49,B
97,H
29,D
9,I
99,C
59,A
3,F
44,G
42,E
115,H
76,D
45,I
73,C
77,A
101,F
93,G
78,E
60,B
111,H
112,D
54,I
113,A
84,F
102,G
116,E
70,B
21,H
5,D
36,I
72,C
13,A
18,F
110,G
114,E
43,B
81,H
4,D
50,I
109,C
106,A
64,F
52,G
31,B
7,H
19,D
100,I
108,C
96,A
39,F
0,G
97,E
65,B
57,H
32,D
75,I
62,C
95,A
98,F
88,G
67,B
11,H
41,D
38,I
20,C
49,A
9,F
90,G
26,B
74,H
40,D
86,I
3,C
1,A
63,F
12,G
76,E
106,B
47,H
42,D
28,I
101,C
45,F
29,G
112,E
91,H
78,D
111,I
60,C
19,A
85,F
5,G
43,E
62,B
16,H
77,D
34,I
18,C
54,F
80,G
4,E
96,B
83,H
113,D
21,I
68,C
65,A
116,F
17,G
31,E
97,B
69,H
8,D
84,I
104,C
75,F
53,G
67,E
105,H
114,D
81,I
39,C
26,A
99,F
79,G
11,E
19,B
93,H
55,D
57,I
70,C
111,F
32,G
40,E
101,B
117,H
1,D
74,I
98,C
62,A
76,F
41,G
47,E
18,B
110,H
12,D
24,I
9,C
20,F
42,G
83,E
27,H
65,D
63,I
45,C
112,F
78,G
8,E
43,H
44,D
16,I
85,C
21,F
48,G
69,E
68,B
52,H
79,D
54,C
55,A
81,F
77,G
105,E
11,B
36,H
116,I
106,C
4,F
56,G
104,B
88,H
13,D
99,I
96,C
30,A
57,F
113,G
98,B
100,H
93,I
75,C
101,A
40,F
114,G
55,B
5,H
49,D
20,I
97,C
66,A
8,F
92,G
44,E
47,B
28,H
117,I
111,C
102,A
70,F
14,G
85,B
34,H
64,I
19,C
37,A
16,F
91,G
83,B
17,H
110,I
2,C
22,A
106,F
115,G
13,E
69,B
24,H
48,D
90,I
21,C
73,A
93,F
89,G
105,B
119,H
101,D
52,I
81,C
18,A
82,F
1,G
49,E
30,B
63,H
56,D
88,I
55,C
58,A
118,F
27,G
54,B
116,H
8,I
57,C
68,A
44,F
7,G
66,B
53,H
72,I
16,C
11,A
10,F
36,G
103,B
33,H
92,D
70,I
38,C
104,A
46,F
50,G
119,E
102,B
25,H
37,D
5,I
12,A
117,F
23,G
82,E
2,B
32,H
14,D
29,I
93,C
98,A
13,F
100,G
118,E
22,B
99,H
91,D
108,I
47,A
90,F
59,G
21,B
41,H
73,D
106,I
79,A
15,F
28,G
10,E
9,B
77,H
115,D
44,I
30,C
85,A
51,F
34,G
103,E
57,B
64,H
27,D
17,I
35,C
83,A
52,F
24,G
46,E
58,B
8,H
18,D
60,I
71,C
48,A
88,F
86,G
33,E
38,B
72,H
82,D
76,I
66,C
109,A
87,F
43,G
22,E
119,B
31,H
118,D
112,I
117,C
56,A
5,F
65,G
25,E
79,B
70,H
7,D
4,I
13,C
92,A
49,F
101,G
9,E
45,B
108,H
50,D
53,I
107,C
54,A
6,F
84,G
58,E
93,B
106,H
100,D
40,I
102,C
14,A
29,F
37,G
15,E
33,B
67,H
28,D
32,I
90,C
2,A
35,F
63,G
51,E
81,B
44,H
68,D
41,I
74,C
3,A
71,F
116,G
79,E
103,H
24,D
77,I
52,C
21,A
17,F
99,G
87,E
13,B
60,H
104,D
88,C
57,A
107,F
64,G
45,E
56,B
22,H
109,D
5,C
91,A
53,F
8,G
6,E
25,B
76,H
54,D
96,I
110,C
38,A
72,G
92,B
112,H
86,D
19,I
49,C
115,A
70,G
100,E
90,B
9,H
10,D
55,I
29,C
94,A
108,G
81,E
14,B
113,H
46,D
27,A
41,F
95,G
28,E
91,B
58,H
15,D
35,I
119,A
77,F
106,G
74,B
4,H
43,D
71,I
7,A
73,G
110,B
61,H
80,D
107,I
17,C
39,A
44,G
115,B
40,H
51,D
53,C
93,A
18,G
49,B
89,H
84,D
9,I
56,C
13,A
60,G
117,B
79,H
2,D
113,I
25,C
0,A
100,F
68,G
94,B
96,H
3,D
50,A
28,F
76,G
29,B
45,H
38,D
92,C
36,A
112,G
61,E
7,B
1,H
87,D
14,C
90,A
104,G
115,E
81,H
63,D
12,C
75,A
9,F
